Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,RUUseType,VUDays,VTDays,TotalVAC,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4178,1,Apartment,1/07/2020,1/08/2020,1/08/2020,Public Housing,18,13,31,BAYSIDE ,Brisbane,Lytton
4870,1,Apartment,1/04/2021,1/05/2021,1/05/2021,Public Housing,18,14,32,CAIRNS ,Cairns,Cairns
4560,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,18,15,33,MAROOCHYDORE ,Sunshine Coast,Nicklin
4650,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,18,16,34,MARYBOROUGH ,Fraser Coast,Maryborough
4744,3,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,18,17,35,MACKAY ,Isaac,Burdekin
4560,1,Apartment,1/01/2021,1/02/2021,1/03/2021,Public Housing,18,18,36,MAROOCHYDORE ,Sunshine Coast,Nicklin
4032,1,Apartment,1/01/2021,1/01/2021,1/02/2021,Public Housing,18,20,38,CHERMSIDE ,Brisbane,Stafford
4170,2,Townhouse,1/01/2021,1/02/2021,1/03/2021,Public Housing,18,20,38,BURANDA ,Brisbane,Bulimba
4510,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,18,20,38,MORETON BAY ,Moreton Bay,Morayfield
4710,1,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,18,21,39,ROCKHAMPTON ,Livingstone,Keppel
4503,3,Detached House,1/07/2020,1/08/2020,1/08/2020,Public Housing,18,21,39,MORETON BAY ,Moreton Bay,Murrumba
4179,2,Townhouse,1/12/2020,1/12/2020,1/01/2021,Public Housing,18,24,42,BAYSIDE ,Brisbane,Lytton
4031,1,Apartment,1/01/2021,1/02/2021,1/03/2021,Public Housing,18,29,47,CHERMSIDE ,Brisbane,Clayfield
4059,2,Apartment,1/09/2020,1/10/2020,1/11/2020,Public Housing,18,34,52,FORTITUDE VALLEY ,Brisbane,Cooper
4510,1,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,18,35,53,MORETON BAY ,Moreton Bay,Morayfield
4055,3,Detached House,1/08/2020,1/08/2020,1/09/2020,Public Housing,18,35,53,MORETON BAY ,Moreton Bay,Ferny Grove
4814,1,Apartment,1/06/2020,1/06/2020,1/07/2020,Public Housing,18,35,53,TOWNSVILLE ,Townsville,Townsville
4854,5,Detached House,1/10/2020,1/10/2020,1/12/2020,Public Housing,18,38,56,CAIRNS ,Cassowary Coast,Hill
4105,1,Apartment,1/03/2021,1/04/2021,1/05/2021,Public Housing,18,39,57,BURANDA ,Brisbane,Miller
4502,1,Apartment,1/11/2020,1/12/2020,1/01/2021,Public Housing,18,44,62,MORETON BAY ,Moreton Bay,Kurwongbah
4103,1,Apartment,1/03/2021,1/04/2021,1/05/2021,Public Housing,18,45,63,BURANDA ,Brisbane,Miller
4510,1,Apartment,1/01/2021,1/01/2021,1/03/2021,Public Housing,18,48,66,MORETON BAY ,Moreton Bay,Morayfield
4510,1,Apartment,1/11/2020,1/12/2020,1/02/2021,Public Housing,18,57,75,MORETON BAY ,Moreton Bay,Morayfield
4211,1,Apartment,1/02/2021,1/02/2021,1/04/2021,Public Housing,18,66,84,GOLD COAST ,Gold Coast,Gaven
4104,1,Apartment,1/04/2020,1/04/2020,1/10/2020,Public Housing,18,161,179,BURANDA ,Brisbane,Miller
4006,1,Apartment,1/08/2020,1/09/2020,1/09/2020,Public Housing,18,0,18,FORTITUDE VALLEY ,Brisbane,McConnel
4010,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,19,0,19,FORTITUDE VALLEY ,Brisbane,Clayfield
4179,2,Townhouse,1/05/2021,1/05/2021,1/05/2021,Public Housing,19,0,19,BAYSIDE ,Brisbane,Lytton
4078,3,Detached House,1/05/2021,1/06/2021,1/06/2021,Public Housing,19,0,19,INALA ,Brisbane,Inala
4211,3,Detached House,1/01/2021,1/01/2021,1/01/2021,Public Housing,19,0,19,GOLD COAST ,Gold Coast,Gaven
4179,2,Townhouse,1/07/2020,1/07/2020,1/07/2020,Public Housing,19,1,20,BAYSIDE ,Brisbane,Lytton
4075,2,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,19,1,20,INALA ,Brisbane,Miller
4160,2,Townhouse,1/09/2020,1/09/2020,1/09/2020,Public Housing,19,1,20,BAYSIDE ,Redland,Oodgeroo
4034,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,19,2,21,CHERMSIDE ,Brisbane,Nudgee
4159,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,19,2,21,BAYSIDE ,Redland,Capalaba
4163,1,Apartment,1/04/2021,1/05/2021,1/05/2021,Public Housing,19,2,21,BAYSIDE ,Redland,Oodgeroo
4127,4,Detached House,1/07/2020,1/08/2020,1/08/2020,Public Housing,19,2,21,LOGAN ,Logan,Waterford
4221,1,Apartment,1/01/2021,1/01/2021,1/01/2021,Public Housing,19,2,21,GOLD COAST ,Gold Coast,Burleigh
4019,2,Townhouse,1/06/2021,1/06/2021,1/06/2021,Public Housing,19,2,21,MORETON BAY ,Moreton Bay,Redcliffe
4179,3,Townhouse,1/04/2021,1/05/2021,1/05/2021,Public Housing,19,3,22,BAYSIDE ,Brisbane,Lytton
4169,1,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,19,5,24,FORTITUDE VALLEY ,Brisbane,South Brisbane
4131,3,Detached House,1/07/2020,1/07/2020,1/08/2020,Public Housing,19,5,24,LOGAN ,Logan,Waterford
4034,2,Cluster House,1/06/2020,1/07/2020,1/07/2020,Public Housing,19,6,25,CHERMSIDE ,Brisbane,Nudgee
4178,1,Apartment,1/09/2020,1/10/2020,1/10/2020,Public Housing,19,6,25,BAYSIDE ,Brisbane,Lytton
4285,3,Detached House,1/02/2021,1/02/2021,1/03/2021,Public Housing,19,6,25,IPSWICH ,Scenic Rim,Scenic Rim
4501,2,Duplex,1/11/2020,1/12/2020,1/12/2020,Public Housing,19,7,26,MORETON BAY ,Moreton Bay,Kurwongbah
4032,2,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,19,8,27,CHERMSIDE ,Brisbane,Stafford
4034,3,Townhouse,1/07/2020,1/08/2020,1/08/2020,Public Housing,19,8,27,CHERMSIDE ,Brisbane,Nudgee
4868,2,Apartment,1/09/2020,1/10/2020,1/10/2020,Public Housing,19,8,27,CAIRNS ,Cairns,Mulgrave
4503,2,Apartment,1/08/2020,1/09/2020,1/09/2020,Public Housing,19,8,27,MORETON BAY ,Moreton Bay,Murrumba
4178,3,Townhouse,1/04/2021,1/04/2021,1/05/2021,Public Housing,19,9,28,BAYSIDE ,Brisbane,Lytton
4105,1,Apartment,1/04/2021,1/04/2021,1/04/2021,Public Housing,19,9,28,BURANDA ,Brisbane,Toohey
4163,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,19,9,28,BAYSIDE ,Redland,Oodgeroo
4868,3,Detached House,1/05/2021,1/05/2021,1/06/2021,Public Housing,19,9,28,CAIRNS ,Cairns,Mulgrave
4114,2,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,19,9,28,LOGAN ,Logan,Woodridge
4159,2,Apartment,1/11/2020,1/12/2020,1/12/2020,Public Housing,19,9,28,BAYSIDE ,Redland,Capalaba
4005,1,Apartment,1/04/2021,1/05/2021,1/05/2021,Public Housing,19,10,29,FORTITUDE VALLEY ,Brisbane,McConnel
4178,1,Apartment,1/10/2020,1/11/2020,1/11/2020,Public Housing,19,10,29,BAYSIDE ,Brisbane,Lytton
4715,3,Detached House,1/07/2020,1/08/2020,1/08/2020,Public Housing,19,11,30,ROCKHAMPTON ,Banana,Callide
4343,2,Duplex,1/08/2020,1/09/2020,1/09/2020,Public Housing,19,11,30,IPSWICH ,Lockyer Valley,Lockyer
4104,1,Apartment,1/04/2021,1/05/2021,1/05/2021,Public Housing,19,12,31,BURANDA ,Brisbane,Miller
4163,1,Apartment,1/04/2021,1/05/2021,1/05/2021,Public Housing,19,12,31,BAYSIDE ,Redland,Oodgeroo
4825,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,19,13,32,MOUNT ISA ,Mount Isa,Traeger
4178,1,Apartment,1/07/2020,1/08/2020,1/09/2020,Public Housing,19,14,33,BAYSIDE ,Brisbane,Lytton
4171,1,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,19,14,33,BURANDA ,Brisbane,Bulimba
4169,1,Apartment,1/12/2020,1/12/2020,1/01/2021,Public Housing,19,14,33,FORTITUDE VALLEY ,Brisbane,South Brisbane
4169,1,Apartment,1/01/2021,1/01/2021,1/02/2021,Public Housing,19,15,34,FORTITUDE VALLEY ,Brisbane,South Brisbane
4114,3,Detached House,1/05/2020,1/06/2020,1/07/2020,Public Housing,19,15,34,LOGAN ,Logan,Woodridge
4650,2,Townhouse,1/02/2021,1/03/2021,1/03/2021,Public Housing,19,17,36,MARYBOROUGH ,Fraser Coast,Maryborough
4103,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,19,18,37,BURANDA ,Brisbane,Miller
4034,1,Apartment,1/04/2021,1/05/2021,1/06/2021,Public Housing,19,19,38,CHERMSIDE ,Brisbane,Nudgee
4068,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,19,21,40,FORTITUDE VALLEY ,Brisbane,Maiwar
4570,3,Detached House,1/05/2021,1/06/2021,1/06/2021,Public Housing,19,21,40,MAROOCHYDORE ,Gympie,Gympie
4573,5,Detached House,1/05/2021,1/05/2021,1/06/2021,Public Housing,19,21,40,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4108,2,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,19,22,41,BURANDA ,Brisbane,Toohey
4031,1,Apartment,1/01/2021,1/02/2021,1/03/2021,Public Housing,19,22,41,CHERMSIDE ,Brisbane,Stafford
4170,1,Apartment,1/04/2021,1/05/2021,1/06/2021,Public Housing,19,24,43,BURANDA ,Brisbane,Bulimba
4152,1,Apartment,1/01/2021,1/02/2021,1/03/2021,Public Housing,19,30,49,BURANDA ,Brisbane,Chatsworth
4030,1,Apartment,1/01/2021,1/02/2021,1/03/2021,Public Housing,19,30,49,FORTITUDE VALLEY ,Brisbane,Clayfield
4171,1,Apartment,1/04/2021,1/05/2021,1/06/2021,Public Housing,19,34,53,BURANDA ,Brisbane,Bulimba
4021,3,Detached House,1/08/2020,1/09/2020,1/10/2020,Public Housing,19,34,53,MORETON BAY ,Moreton Bay,Redcliffe
4101,2,Apartment,1/01/2021,1/02/2021,1/04/2021,Public Housing,19,55,74,FORTITUDE VALLEY ,Brisbane,South Brisbane
4390,1,Apartment,1/11/2020,1/12/2020,1/03/2021,Public Housing,19,85,104,TOOWOOMBA AND SOUTH WEST ,Goondiwindi,Southern Downs
4814,2,Townhouse,1/04/2020,1/04/2020,1/07/2020,Public Housing,19,92,111,TOWNSVILLE ,Townsville,Townsville
4350,3,Detached House,1/03/2020,1/03/2020,1/07/2020,Public Housing,19,102,121,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4030,1,Apartment,1/12/2020,1/12/2020,1/04/2021,Public Housing,19,120,139,FORTITUDE VALLEY ,Brisbane,Clayfield
4350,3,Detached House,1/03/2020,1/03/2020,1/08/2020,Public Housing,19,134,153,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4390,1,Apartment,1/09/2019,1/10/2019,1/09/2020,Public Housing,19,349,368,TOOWOOMBA AND SOUTH WEST ,Goondiwindi,Southern Downs
4005,1,Apartment,1/11/2020,1/11/2020,1/11/2020,Public Housing,20,0,20,FORTITUDE VALLEY ,Brisbane,McConnel
4169,1,Apartment,1/05/2021,1/05/2021,1/05/2021,Public Housing,20,0,20,FORTITUDE VALLEY ,Brisbane,South Brisbane
4170,2,Townhouse,1/11/2020,1/11/2020,1/11/2020,Public Housing,20,0,20,BURANDA ,Brisbane,Bulimba
4114,3,Townhouse,1/07/2020,1/08/2020,1/08/2020,Public Housing,20,0,20,LOGAN ,Logan,Woodridge
4131,3,Detached House,1/09/2020,1/09/2020,1/09/2020,Public Housing,20,0,20,LOGAN ,Logan,Waterford
4114,3,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,20,0,20,LOGAN ,Logan,Woodridge
4114,3,Detached House,1/09/2020,1/10/2020,1/10/2020,Public Housing,20,0,20,LOGAN ,Logan,Woodridge
4114,2,Apartment,1/07/2020,1/08/2020,1/08/2020,Public Housing,20,0,20,LOGAN ,Logan,Woodridge
4053,2,Detached House,1/07/2020,1/07/2020,1/07/2020,Public Housing,20,1,21,CHERMSIDE ,Brisbane,Stafford
4179,2,Detached House,1/11/2020,1/12/2020,1/12/2020,Public Housing,20,1,21,BAYSIDE ,Brisbane,Lytton
4715,2,Townhouse,1/03/2021,1/04/2021,1/04/2021,Public Housing,20,1,21,ROCKHAMPTON ,Banana,Callide
4207,3,Detached House,1/09/2020,1/10/2020,1/10/2020,Public Housing,20,1,21,LOGAN ,Logan,Macalister
4118,3,Detached House,1/05/2021,1/05/2021,1/05/2021,Public Housing,20,1,21,LOGAN ,Logan,Woodridge
4157,2,Townhouse,1/11/2020,1/12/2020,1/12/2020,Public Housing,20,1,21,BAYSIDE ,Redland,Capalaba
4157,2,Townhouse,1/04/2021,1/04/2021,1/04/2021,Public Housing,20,1,21,BAYSIDE ,Redland,Capalaba
4870,1,Apartment,1/12/2020,1/01/2021,1/01/2021,Public Housing,20,1,21,CAIRNS ,Cairns,Cairns
4878,5,Detached House,1/05/2021,1/05/2021,1/05/2021,Public Housing,20,1,21,CAIRNS ,Cairns,Barron River
4051,2,Apartment,1/04/2021,1/05/2021,1/05/2021,Public Housing,20,1,21,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4005,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Public Housing,20,2,22,FORTITUDE VALLEY ,Brisbane,McConnel
4051,1,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,20,2,22,FORTITUDE VALLEY ,Brisbane,Everton
4075,1,Apartment,1/12/2020,1/01/2021,1/01/2021,Public Housing,20,2,22,INALA ,Brisbane,Miller
4207,3,Detached House,1/06/2020,1/07/2020,1/07/2020,Public Housing,20,2,22,LOGAN ,Logan,Macalister
4131,3,Detached House,1/12/2020,1/01/2021,1/01/2021,Public Housing,20,2,22,LOGAN ,Logan,Waterford
4557,1,Apartment,1/12/2020,1/01/2021,1/01/2021,Public Housing,20,2,22,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4814,2,Townhouse,1/10/2020,1/11/2020,1/11/2020,Public Housing,20,2,22,TOWNSVILLE ,Townsville,Townsville
4122,3,Detached House,1/10/2020,1/11/2020,1/11/2020,Public Housing,20,3,23,BURANDA ,Brisbane,Mansfield
4019,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,20,3,23,MORETON BAY ,Moreton Bay,Redcliffe
4055,3,Detached House,1/09/2020,1/10/2020,1/10/2020,Public Housing,20,4,24,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4051,1,Apartment,1/09/2020,1/10/2020,1/10/2020,Public Housing,20,4,24,FORTITUDE VALLEY ,Brisbane,Stafford
4169,1,Apartment,1/04/2021,1/05/2021,1/05/2021,Public Housing,20,4,24,FORTITUDE VALLEY ,Brisbane,South Brisbane
4179,2,Townhouse,1/08/2020,1/09/2020,1/09/2020,Public Housing,20,5,25,BAYSIDE ,Brisbane,Lytton
4178,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Public Housing,20,5,25,BAYSIDE ,Brisbane,Lytton
4650,2,Apartment,1/01/2021,1/01/2021,1/02/2021,Public Housing,20,5,25,MARYBOROUGH ,Fraser Coast,Maryborough
4870,3,Detached House,1/10/2020,1/10/2020,1/10/2020,Public Housing,20,6,26,CAIRNS ,Cairns,Cairns
4807,3,Detached House,1/03/2021,1/04/2021,1/04/2021,Public Housing,20,7,27,TOWNSVILLE ,Burdekin,Burdekin
4005,1,Apartment,1/08/2020,1/09/2020,1/09/2020,Public Housing,20,7,27,FORTITUDE VALLEY ,Brisbane,McConnel
4113,4,Detached House,1/03/2021,1/04/2021,1/04/2021,Public Housing,20,7,27,BURANDA ,Brisbane,Toohey
4207,3,Detached House,1/05/2021,1/06/2021,1/06/2021,Public Housing,20,7,27,LOGAN ,Logan,Macalister
4163,1,Apartment,1/08/2020,1/08/2020,1/09/2020,Public Housing,20,7,27,BAYSIDE ,Redland,Oodgeroo
4163,2,Townhouse,1/06/2020,1/06/2020,1/07/2020,Public Housing,20,7,27,BAYSIDE ,Redland,Oodgeroo
4870,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,20,7,27,CAIRNS ,Cairns,Cairns
4740,3,Townhouse,1/03/2021,1/04/2021,1/04/2021,Public Housing,20,7,27,MACKAY ,Mackay,Mackay
4123,3,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,20,7,27,LOGAN ,Logan,Springwood
4051,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,20,8,28,FORTITUDE VALLEY ,Brisbane,Everton
4503,2,Apartment,1/04/2021,1/05/2021,1/05/2021,Public Housing,20,8,28,MORETON BAY ,Moreton Bay,Murrumba
4114,3,Detached House,1/04/2021,1/04/2021,1/05/2021,Public Housing,20,8,28,LOGAN ,Logan,Woodridge
4215,3,Detached House,1/11/2020,1/11/2020,1/12/2020,Public Housing,20,8,28,GOLD COAST ,Gold Coast,Southport
4811,3,Detached House,1/03/2021,1/04/2021,1/04/2021,Public Housing,20,8,28,TOWNSVILLE ,Townsville,Mundingburra
4812,1,Apartment,1/12/2020,1/01/2021,1/01/2021,Public Housing,20,8,28,TOWNSVILLE ,Townsville,Townsville
4169,2,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,20,9,29,FORTITUDE VALLEY ,Brisbane,South Brisbane
4880,3,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,20,9,29,CAIRNS ,Mareeba,Cook
4655,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,20,9,29,MARYBOROUGH ,Fraser Coast,Hervey Bay
4034,3,Townhouse,1/06/2020,1/07/2020,1/07/2020,Public Housing,20,11,31,CHERMSIDE ,Brisbane,Nudgee
4034,2,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,20,12,32,CHERMSIDE ,Brisbane,Nudgee
4157,1,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,20,12,32,BAYSIDE ,Redland,Capalaba
4815,3,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,20,13,33,TOWNSVILLE ,Townsville,Thuringowa
4818,2,Duplex,1/05/2021,1/06/2021,1/06/2021,Public Housing,20,13,33,TOWNSVILLE ,Townsville,Hinchinbrook
4152,3,Detached House,1/03/2021,1/04/2021,1/04/2021,Public Housing,20,14,34,BURANDA ,Brisbane,Greenslopes
4122,3,Detached House,1/09/2020,1/10/2020,1/11/2020,Public Housing,20,14,34,BURANDA ,Brisbane,Mansfield
4005,1,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,20,14,34,FORTITUDE VALLEY ,Brisbane,McConnel
4869,3,Detached House,1/12/2020,1/01/2021,1/01/2021,Public Housing,20,14,34,CAIRNS ,Cairns,Mulgrave
4215,2,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,20,15,35,GOLD COAST ,Gold Coast,Bonney
4030,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,20,15,35,FORTITUDE VALLEY ,Brisbane,Clayfield
4064,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,20,16,36,FORTITUDE VALLEY ,Brisbane,Cooper
4178,3,Townhouse,1/07/2020,1/08/2020,1/09/2020,Public Housing,20,16,36,BAYSIDE ,Brisbane,Lytton
4814,1,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,20,16,36,TOWNSVILLE ,Townsville,Townsville
4005,1,Apartment,1/08/2020,1/08/2020,1/09/2020,Public Housing,20,19,39,FORTITUDE VALLEY ,Brisbane,McConnel
4032,1,Apartment,1/01/2021,1/02/2021,1/03/2021,Public Housing,20,20,40,CHERMSIDE ,Brisbane,Stafford
4870,1,Apartment,1/12/2020,1/01/2021,1/02/2021,Public Housing,20,22,42,CAIRNS ,Cairns,Cairns
4343,3,Detached House,1/09/2020,1/09/2020,1/10/2020,Public Housing,20,23,43,IPSWICH ,Lockyer Valley,Lockyer
4035,3,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,20,24,44,MORETON BAY ,Moreton Bay,Everton
4870,1,Apartment,1/03/2021,1/04/2021,1/05/2021,Public Housing,20,25,45,CAIRNS ,Cairns,Cairns
4031,2,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,20,27,47,CHERMSIDE ,Brisbane,Clayfield
4850,3,Detached House,1/11/2020,1/12/2020,1/01/2021,Public Housing,20,28,48,TOWNSVILLE ,Hinchinbrook,Hinchinbrook
4122,2,Apartment,1/04/2021,1/05/2021,1/06/2021,Public Housing,20,28,48,BURANDA ,Brisbane,Mansfield
4178,1,Apartment,1/09/2020,1/09/2020,1/10/2020,Public Housing,20,31,51,BAYSIDE ,Brisbane,Lytton
4163,2,Apartment,1/05/2020,1/06/2020,1/07/2020,Public Housing,20,32,52,BAYSIDE ,Redland,Oodgeroo
4563,2,Duplex,1/02/2021,1/02/2021,1/04/2021,Public Housing,20,35,55,MAROOCHYDORE ,Noosa,Nicklin
4034,1,Apartment,1/03/2021,1/04/2021,1/05/2021,Public Housing,20,39,59,CHERMSIDE ,Brisbane,Nudgee
4163,1,Apartment,1/05/2020,1/06/2020,1/07/2020,Public Housing,20,39,59,BAYSIDE ,Redland,Oodgeroo
4075,2,Townhouse,1/03/2021,1/04/2021,1/05/2021,Public Housing,20,41,61,BURANDA ,Brisbane,Miller
4030,2,Apartment,1/03/2021,1/04/2021,1/06/2021,Public Housing,20,52,72,FORTITUDE VALLEY ,Brisbane,Clayfield
4030,2,Apartment,1/01/2021,1/02/2021,1/04/2021,Public Housing,20,62,82,FORTITUDE VALLEY ,Brisbane,Clayfield
4030,2,Apartment,1/02/2021,1/03/2021,1/05/2021,Public Housing,20,68,88,FORTITUDE VALLEY ,Brisbane,Clayfield
4077,3,Detached House,1/05/2021,1/05/2021,1/05/2021,Public Housing,21,0,21,INALA ,Brisbane,Inala
4051,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,21,0,21,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4207,1,Apartment,1/12/2020,1/01/2021,1/01/2021,Public Housing,21,0,21,LOGAN ,Logan,Macalister
4560,3,Detached House,1/12/2020,1/01/2021,1/01/2021,Public Housing,21,0,21,MAROOCHYDORE ,Sunshine Coast,Ninderry
4870,3,Cluster House,1/05/2021,1/05/2021,1/05/2021,Public Housing,21,0,21,CAIRNS ,Cairns,Cairns
4300,3,Detached House,1/10/2020,1/10/2020,1/10/2020,Public Housing,21,0,21,IPSWICH ,Ipswich,Bundamba
4114,2,Townhouse,1/02/2021,1/03/2021,1/03/2021,Public Housing,21,0,21,LOGAN ,Logan,Woodridge
4114,2,Townhouse,1/02/2021,1/03/2021,1/03/2021,Public Housing,21,0,21,LOGAN ,Logan,Woodridge
4701,2,Duplex,1/03/2021,1/03/2021,1/03/2021,Public Housing,21,0,21,ROCKHAMPTON ,Rockhampton,Keppel
4215,1,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,21,0,21,GOLD COAST ,Gold Coast,Southport
4077,2,Detached House,1/04/2021,1/05/2021,1/05/2021,Public Housing,21,1,22,INALA ,Brisbane,Inala
4110,2,Detached House,1/09/2020,1/10/2020,1/10/2020,Public Housing,21,1,22,INALA ,Brisbane,Algester
4102,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,21,1,22,BURANDA ,Brisbane,South Brisbane
4740,1,Apartment,1/11/2020,1/12/2020,1/12/2020,Public Housing,21,1,22,MACKAY ,Mackay,Mackay
4114,3,Detached House,1/11/2020,1/12/2020,1/12/2020,Public Housing,21,1,22,LOGAN ,Logan,Woodridge
4077,3,Detached House,1/07/2020,1/08/2020,1/08/2020,Public Housing,21,2,23,INALA ,Brisbane,Inala
4005,1,Apartment,1/07/2020,1/07/2020,1/07/2020,Public Housing,21,2,23,FORTITUDE VALLEY ,Brisbane,McConnel
4870,3,Detached House,1/05/2021,1/05/2021,1/05/2021,Public Housing,21,2,23,CAIRNS ,Cairns,Cairns
4655,1,Apartment,1/04/2021,1/04/2021,1/04/2021,Public Housing,21,2,23,MARYBOROUGH ,Fraser Coast,Hervey Bay
4170,2,Townhouse,1/01/2021,1/02/2021,1/02/2021,Public Housing,21,3,24,BURANDA ,Brisbane,Bulimba
4173,3,Cluster House,1/09/2020,1/10/2020,1/10/2020,Public Housing,21,3,24,BAYSIDE ,Brisbane,Lytton
4118,3,Detached House,1/11/2020,1/12/2020,1/12/2020,Public Housing,21,3,24,LOGAN ,Logan,Woodridge
4551,3,Duplex,1/12/2020,1/01/2021,1/01/2021,Public Housing,21,3,24,MAROOCHYDORE ,Sunshine Coast,Kawana
4305,4,Detached House,1/06/2020,1/07/2020,1/07/2020,Public Housing,21,3,24,IPSWICH ,Ipswich,Ipswich
4019,1,Apartment,1/11/2020,1/12/2020,1/12/2020,Public Housing,21,3,24,MORETON BAY ,Moreton Bay,Redcliffe
4114,3,Detached House,1/06/2020,1/07/2020,1/07/2020,Public Housing,21,3,24,LOGAN ,Logan,Woodridge
4077,2,Townhouse,1/08/2020,1/09/2020,1/09/2020,Public Housing,21,4,25,INALA ,Brisbane,Inala
4870,2,Duplex,1/04/2021,1/05/2021,1/05/2021,Public Housing,21,4,25,CAIRNS ,Cairns,Cairns
4101,2,Apartment,1/08/2020,1/09/2020,1/09/2020,Public Housing,21,5,26,FORTITUDE VALLEY ,Brisbane,South Brisbane
4670,3,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,21,6,27,BUNDABERG ,Bundaberg,Bundaberg
4825,3,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,21,6,27,MOUNT ISA ,Mount Isa,Traeger
4650,2,Townhouse,1/05/2021,1/06/2021,1/06/2021,Public Housing,21,6,27,MARYBOROUGH ,Fraser Coast,Maryborough
4566,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Public Housing,21,6,27,MAROOCHYDORE ,Noosa,Noosa
4207,1,Apartment,1/12/2020,1/01/2021,1/01/2021,Public Housing,21,7,28,LOGAN ,Logan,Macalister
4123,3,Detached House,1/06/2020,1/06/2020,1/07/2020,Public Housing,21,7,28,LOGAN ,Logan,Springwood
4817,2,Duplex,1/05/2021,1/05/2021,1/06/2021,Public Housing,21,7,28,TOWNSVILLE ,Townsville,Thuringowa
4169,1,Townhouse,1/09/2020,1/10/2020,1/10/2020,Public Housing,21,8,29,FORTITUDE VALLEY ,Brisbane,South Brisbane
4178,1,Apartment,1/11/2020,1/12/2020,1/12/2020,Public Housing,21,8,29,BAYSIDE ,Brisbane,Lytton
4715,3,Duplex,1/02/2021,1/03/2021,1/03/2021,Public Housing,21,8,29,ROCKHAMPTON ,Banana,Callide
4510,3,Detached House,1/05/2021,1/06/2021,1/06/2021,Public Housing,21,8,29,MORETON BAY ,Moreton Bay,Morayfield
4122,1,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,21,9,30,BURANDA ,Brisbane,Mansfield
4305,3,Detached House,1/06/2020,1/07/2020,1/07/2020,Public Housing,21,9,30,IPSWICH ,Ipswich,Ipswich West
4163,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,21,10,31,BAYSIDE ,Redland,Oodgeroo
